Date,News Title,News Description,Source,Sentiment,URL,Type
2024-01-05,Indian shares dips amid 50 developments,"On 2024-01-05, Indian stock markets showed steady movement. Indian shares dips amid 50 developments. The NSE Nifty showed dips of 50 points. This was primarily driven by sector performance.",Reuters,Positive,https://example.com/news/20240105/1,Synthetic Historical
2024-01-05,"Sensex falls points, Nifty regulatory changes as positive","On 2024-01-05, Indian stock markets showed positive movement. Sensex falls points, Nifty regulatory changes as positive. The NSE Nifty showed falls of 400 points. This was primarily driven by regulatory changes.",Financial Express,Positive,https://example.com/news/20240105/0,Synthetic Historical
2024-01-04,"BSE, NSE falls: 800 influences trading","On 2024-01-04, Indian stock markets showed negative movement. BSE, NSE falls: 800 influences trading. The BSE Sensex showed falls of 800 points. This was primarily driven by commodity prices.",Financial Express,Neutral,https://example.com/news/20240104/1,Synthetic Historical
2024-01-04,"Sensex plunges points, Nifty monetary policy as volatile","On 2024-01-04, Indian stock markets showed volatile movement. Sensex plunges points, Nifty monetary policy as volatile. The BSE Sensex showed plunges of 200 points. This was primarily driven by monetary policy.",ET Now,Positive,https://example.com/news/20240104/0,Synthetic Historical
2024-01-04,"RBI policy decision: dips rates, markets 800","On 2024-01-04, Indian stock markets showed positive movement. RBI policy decision: dips rates, markets 800. The NSE Nifty showed dips of 800 points. This was primarily driven by currency movements.",Financial Express,Positive,https://example.com/news/20240104/2,Synthetic Historical
2024-01-03,rises: Market reacts to foreign investments with positive trend,"On 2024-01-03, Indian stock markets showed positive movement. rises: Market reacts to foreign investments with positive trend. The NSE Nifty showed rises of 500 points. This was primarily driven by foreign investments.",Live Mint,Positive,https://example.com/news/20240103/0,Synthetic Historical
2024-01-03,Rupee jumps against dollar as markets 300,"On 2024-01-03, Indian stock markets showed mixed movement. Rupee jumps against dollar as markets 300. The BSE Sensex showed jumps of 300 points. This was primarily driven by foreign investments.",ET Now,Neutral,https://example.com/news/20240103/2,Synthetic Historical
2024-01-03,Indian shares gains amid 400 developments,"On 2024-01-03, Indian stock markets showed mixed movement. Indian shares gains amid 400 developments. The BSE Sensex showed gains of 400 points. This was primarily driven by sector performance.",CNBC TV18,Positive,https://example.com/news/20240103/1,Synthetic Historical
2024-01-03,surges: Market reacts to monetary policy with positive trend,"On 2024-01-03, Indian stock markets showed positive movement. surges: Market reacts to monetary policy with positive trend. The BSE Sensex showed surges of 100 points. This was primarily driven by monetary policy.",Live Mint,Positive,https://example.com/news/20240103/4,Synthetic Historical
2024-01-03,"Sensex rises points, Nifty global markets as steady","On 2024-01-03, Indian stock markets showed steady movement. Sensex rises points, Nifty global markets as steady. The BSE Sensex showed rises of 50 points. This was primarily driven by global markets.",Financial Express,Positive,https://example.com/news/20240103/3,Synthetic Historical
2024-01-02,"Sensex declines points, Nifty monetary policy as positive","On 2024-01-02, Indian stock markets showed positive movement. Sensex declines points, Nifty monetary policy as positive. The NSE Nifty showed declines of 50 points. This was primarily driven by monetary policy.",Business Standard,Positive,https://example.com/news/20240102/3,Synthetic Historical
2024-01-02,Stock market falls: budget announcements leads to positive in indices,"On 2024-01-02, Indian stock markets showed positive movement. Stock market falls: budget announcements leads to positive in indices. The NSE Nifty showed falls of 800 points. This was primarily driven by budget announcements.",NDTV Profit,Positive,https://example.com/news/20240102/2,Synthetic Historical
2024-01-02,jumps: Market reacts to sector performance with negative trend,"On 2024-01-02, Indian stock markets showed negative movement. jumps: Market reacts to sector performance with negative trend. The NSE Nifty showed jumps of 400 points. This was primarily driven by sector performance.",MoneyControl,Negative,https://example.com/news/20240102/1,Synthetic Historical
2024-01-02,"plunges companies report regulatory changes earnings, impacting steady","On 2024-01-02, Indian stock markets showed steady movement. plunges companies report regulatory changes earnings, impacting steady. The NSE Nifty showed plunges of 100 points. This was primarily driven by regulatory changes.",Live Mint,Positive,https://example.com/news/20240102/0,Synthetic Historical
2024-01-01,"Sensex plunges points, Nifty corporate announcements as volatile","On 2024-01-01, Indian stock markets showed volatile movement. Sensex plunges points, Nifty corporate announcements as volatile. The NSE Nifty showed plunges of 50 points. This was primarily driven by corporate announcements.",CNBC TV18,Neutral,https://example.com/news/20240101/3,Synthetic Historical
2024-01-01,Indian shares jumps amid 400 developments,"On 2024-01-01, Indian stock markets showed steady movement. Indian shares jumps amid 400 developments. The NSE Nifty showed jumps of 400 points. This was primarily driven by sector performance.",Business Standard,Positive,https://example.com/news/20240101/2,Synthetic Historical
2024-01-01,Market dips: monetary policy sector shows positive performance,"On 2024-01-01, Indian stock markets showed positive movement. Market dips: monetary policy sector shows positive performance. The NSE Nifty showed dips of 500 points. This was primarily driven by monetary policy.",Financial Express,Positive,https://example.com/news/20240101/1,Synthetic Historical
2024-01-01,Market rises: commodity prices sector shows mixed performance,"On 2024-01-01, Indian stock markets showed mixed movement. Market rises: commodity prices sector shows mixed performance. The BSE Sensex showed rises of 100 points. This was primarily driven by commodity prices.",CNBC TV18,Neutral,https://example.com/news/20240101/0,Synthetic Historical
2023-12-29,Stock market dips: currency movements leads to positive in indices,"On 2023-12-29, Indian stock markets showed positive movement. Stock market dips: currency movements leads to positive in indices. The BSE Sensex showed dips of 100 points. This was primarily driven by currency movements.",CNBC TV18,Positive,https://example.com/news/20231229/1,Synthetic Historical
2023-12-29,Rupee declines against dollar as markets 300,"On 2023-12-29, Indian stock markets showed volatile movement. Rupee declines against dollar as markets 300. The NSE Nifty showed declines of 300 points. This was primarily driven by budget announcements.",Financial Express,Positive,https://example.com/news/20231229/0,Synthetic Historical
2023-12-29,dips: Market reacts to economic data with volatile trend,"On 2023-12-29, Indian stock markets showed volatile movement. dips: Market reacts to economic data with volatile trend. The BSE Sensex showed dips of 400 points. This was primarily driven by economic data.",Economic Times,Positive,https://example.com/news/20231229/2,Synthetic Historical
2023-12-28,Indian shares plunges amid 800 developments,"On 2023-12-28, Indian stock markets showed positive movement. Indian shares plunges amid 800 developments. The BSE Sensex showed plunges of 800 points. This was primarily driven by sector performance.",Economic Times,Positive,https://example.com/news/20231228/4,Synthetic Historical
2023-12-28,Global cues lead to jumps in Indian markets: 400,"On 2023-12-28, Indian stock markets showed mixed movement. Global cues lead to jumps in Indian markets: 400. The NSE Nifty showed jumps of 400 points. This was primarily driven by earnings reports.",CNBC TV18,Neutral,https://example.com/news/20231228/3,Synthetic Historical
2023-12-28,"BSE, NSE rises: 100 influences trading","On 2023-12-28, Indian stock markets showed positive movement. BSE, NSE rises: 100 influences trading. The BSE Sensex showed rises of 100 points. This was primarily driven by earnings reports.",Reuters,Positive,https://example.com/news/20231228/2,Synthetic Historical
2023-12-28,Stock market surges: political developments leads to positive in indices,"On 2023-12-28, Indian stock markets showed positive movement. Stock market surges: political developments leads to positive in indices. The BSE Sensex showed surges of 100 points. This was primarily driven by political developments.",Bloomberg,Positive,https://example.com/news/20231228/1,Synthetic Historical
2023-12-28,Market dips: economic data sector shows steady performance,"On 2023-12-28, Indian stock markets showed steady movement. Market dips: economic data sector shows steady performance. The NSE Nifty showed dips of 300 points. This was primarily driven by economic data.",Financial Express,Positive,https://example.com/news/20231228/0,Synthetic Historical
2023-12-27,"rises companies report budget announcements earnings, impacting steady","On 2023-12-27, Indian stock markets showed steady movement. rises companies report budget announcements earnings, impacting steady. The BSE Sensex showed rises of 300 points. This was primarily driven by budget announcements.",NDTV Profit,Positive,https://example.com/news/20231227/2,Synthetic Historical
2023-12-27,Rupee dips against dollar as markets 200,"On 2023-12-27, Indian stock markets showed steady movement. Rupee dips against dollar as markets 200. The BSE Sensex showed dips of 200 points. This was primarily driven by commodity prices.",Business Standard,Positive,https://example.com/news/20231227/0,Synthetic Historical
2023-12-27,falls: Market reacts to budget announcements with volatile trend,"On 2023-12-27, Indian stock markets showed volatile movement. falls: Market reacts to budget announcements with volatile trend. The BSE Sensex showed falls of 700 points. This was primarily driven by budget announcements.",CNBC TV18,Positive,https://example.com/news/20231227/1,Synthetic Historical
2023-12-27,"BSE, NSE dips: 100 influences trading","On 2023-12-27, Indian stock markets showed negative movement. BSE, NSE dips: 100 influences trading. The BSE Sensex showed dips of 100 points. This was primarily driven by regulatory changes.",NDTV Profit,Neutral,https://example.com/news/20231227/4,Synthetic Historical
2023-12-27,"RBI policy decision: rises rates, markets 400","On 2023-12-27, Indian stock markets showed steady movement. RBI policy decision: rises rates, markets 400. The NSE Nifty showed rises of 400 points. This was primarily driven by corporate announcements.",Reuters,Positive,https://example.com/news/20231227/3,Synthetic Historical
2023-12-26,"BSE, NSE surges: 700 influences trading","On 2023-12-26, Indian stock markets showed steady movement. BSE, NSE surges: 700 influences trading. The BSE Sensex showed surges of 700 points. This was primarily driven by budget announcements.",NDTV Profit,Positive,https://example.com/news/20231226/3,Synthetic Historical
2023-12-26,"Sensex falls points, Nifty commodity prices as volatile","On 2023-12-26, Indian stock markets showed volatile movement. Sensex falls points, Nifty commodity prices as volatile. The NSE Nifty showed falls of 700 points. This was primarily driven by commodity prices.",Business Standard,Positive,https://example.com/news/20231226/2,Synthetic Historical
2023-12-26,"BSE, NSE dips: 50 influences trading","On 2023-12-26, Indian stock markets showed positive movement. BSE, NSE dips: 50 influences trading. The NSE Nifty showed dips of 50 points. This was primarily driven by monetary policy.",Reuters,Positive,https://example.com/news/20231226/1,Synthetic Historical
2023-12-26,"BSE, NSE declines: 600 influences trading","On 2023-12-26, Indian stock markets showed steady movement. BSE, NSE declines: 600 influences trading. The NSE Nifty showed declines of 600 points. This was primarily driven by economic data.",ET Now,Positive,https://example.com/news/20231226/0,Synthetic Historical
2023-12-25,Rupee declines against dollar as markets 400,"On 2023-12-25, Indian stock markets showed steady movement. Rupee declines against dollar as markets 400. The BSE Sensex showed declines of 400 points. This was primarily driven by foreign investments.",Live Mint,Positive,https://example.com/news/20231225/4,Synthetic Historical
2023-12-25,"rises companies report monetary policy earnings, impacting volatile","On 2023-12-25, Indian stock markets showed volatile movement. rises companies report monetary policy earnings, impacting volatile. The BSE Sensex showed rises of 700 points. This was primarily driven by monetary policy.",Reuters,Positive,https://example.com/news/20231225/3,Synthetic Historical
2023-12-25,Market surges: sector performance sector shows mixed performance,"On 2023-12-25, Indian stock markets showed mixed movement. Market surges: sector performance sector shows mixed performance. The BSE Sensex showed surges of 500 points. This was primarily driven by sector performance.",Live Mint,Neutral,https://example.com/news/20231225/2,Synthetic Historical
2023-12-25,"BSE, NSE jumps: 400 influences trading","On 2023-12-25, Indian stock markets showed negative movement. BSE, NSE jumps: 400 influences trading. The BSE Sensex showed jumps of 400 points. This was primarily driven by regulatory changes.",CNBC TV18,Neutral,https://example.com/news/20231225/1,Synthetic Historical
2023-12-25,"BSE, NSE gains: 100 influences trading","On 2023-12-25, Indian stock markets showed steady movement. BSE, NSE gains: 100 influences trading. The BSE Sensex showed gains of 100 points. This was primarily driven by global markets.",Business Standard,Positive,https://example.com/news/20231225/0,Synthetic Historical
2023-12-22,"Sensex falls points, Nifty economic data as mixed","On 2023-12-22, Indian stock markets showed mixed movement. Sensex falls points, Nifty economic data as mixed. The NSE Nifty showed falls of 600 points. This was primarily driven by economic data.",Economic Times,Positive,https://example.com/news/20231222/4,Synthetic Historical
2023-12-22,dips: Market reacts to commodity prices with positive trend,"On 2023-12-22, Indian stock markets showed positive movement. dips: Market reacts to commodity prices with positive trend. The NSE Nifty showed dips of 600 points. This was primarily driven by commodity prices.",MoneyControl,Positive,https://example.com/news/20231222/3,Synthetic Historical
2023-12-22,Rupee dips against dollar as markets 100,"On 2023-12-22, Indian stock markets showed mixed movement. Rupee dips against dollar as markets 100. The BSE Sensex showed dips of 100 points. This was primarily driven by currency movements.",MoneyControl,Positive,https://example.com/news/20231222/2,Synthetic Historical
2023-12-22,rises: Market reacts to monetary policy with volatile trend,"On 2023-12-22, Indian stock markets showed volatile movement. rises: Market reacts to monetary policy with volatile trend. The NSE Nifty showed rises of 100 points. This was primarily driven by monetary policy.",Business Standard,Positive,https://example.com/news/20231222/1,Synthetic Historical
2023-12-22,"BSE, NSE falls: 200 influences trading","On 2023-12-22, Indian stock markets showed positive movement. BSE, NSE falls: 200 influences trading. The BSE Sensex showed falls of 200 points. This was primarily driven by corporate announcements.",Business Standard,Positive,https://example.com/news/20231222/0,Synthetic Historical
2023-12-21,"BSE, NSE plunges: 50 influences trading","On 2023-12-21, Indian stock markets showed mixed movement. BSE, NSE plunges: 50 influences trading. The NSE Nifty showed plunges of 50 points. This was primarily driven by earnings reports.",Reuters,Positive,https://example.com/news/20231221/0,Synthetic Historical
2023-12-21,"BSE, NSE surges: 600 influences trading","On 2023-12-21, Indian stock markets showed steady movement. BSE, NSE surges: 600 influences trading. The NSE Nifty showed surges of 600 points. This was primarily driven by earnings reports.",ET Now,Positive,https://example.com/news/20231221/1,Synthetic Historical
2023-12-20,"rises companies report budget announcements earnings, impacting mixed","On 2023-12-20, Indian stock markets showed mixed movement. rises companies report budget announcements earnings, impacting mixed. The NSE Nifty showed rises of 700 points. This was primarily driven by budget announcements.",CNBC TV18,Neutral,https://example.com/news/20231220/1,Synthetic Historical
2023-12-20,Indian shares declines amid 700 developments,"On 2023-12-20, Indian stock markets showed negative movement. Indian shares declines amid 700 developments. The NSE Nifty showed declines of 700 points. This was primarily driven by corporate announcements.",CNBC TV18,Neutral,https://example.com/news/20231220/0,Synthetic Historical
2023-12-19,Rupee dips against dollar as markets 200,"On 2023-12-19, Indian stock markets showed positive movement. Rupee dips against dollar as markets 200. The BSE Sensex showed dips of 200 points. This was primarily driven by foreign investments.",ET Now,Positive,https://example.com/news/20231219/1,Synthetic Historical
2023-12-19,"RBI policy decision: rises rates, markets 700","On 2023-12-19, Indian stock markets showed mixed movement. RBI policy decision: rises rates, markets 700. The NSE Nifty showed rises of 700 points. This was primarily driven by commodity prices.",Live Mint,Positive,https://example.com/news/20231219/0,Synthetic Historical
2023-12-18,Stock market gains: budget announcements leads to volatile in indices,"On 2023-12-18, Indian stock markets showed volatile movement. Stock market gains: budget announcements leads to volatile in indices. The BSE Sensex showed gains of 700 points. This was primarily driven by budget announcements.",Live Mint,Positive,https://example.com/news/20231218/3,Synthetic Historical
2023-12-18,"BSE, NSE plunges: 500 influences trading","On 2023-12-18, Indian stock markets showed mixed movement. BSE, NSE plunges: 500 influences trading. The NSE Nifty showed plunges of 500 points. This was primarily driven by currency movements.",NDTV Profit,Positive,https://example.com/news/20231218/2,Synthetic Historical
2023-12-18,"Sensex dips points, Nifty global markets as volatile","On 2023-12-18, Indian stock markets showed volatile movement. Sensex dips points, Nifty global markets as volatile. The BSE Sensex showed dips of 50 points. This was primarily driven by global markets.",Live Mint,Neutral,https://example.com/news/20231218/1,Synthetic Historical
2023-12-18,Rupee declines against dollar as markets 700,"On 2023-12-18, Indian stock markets showed volatile movement. Rupee declines against dollar as markets 700. The BSE Sensex showed declines of 700 points. This was primarily driven by foreign investments.",ET Now,Positive,https://example.com/news/20231218/0,Synthetic Historical
2023-12-15,Indian shares dips amid 800 developments,"On 2023-12-15, Indian stock markets showed negative movement. Indian shares dips amid 800 developments. The NSE Nifty showed dips of 800 points. This was primarily driven by political developments.",Bloomberg,Neutral,https://example.com/news/20231215/2,Synthetic Historical
2023-12-15,"falls companies report global markets earnings, impacting volatile","On 2023-12-15, Indian stock markets showed volatile movement. falls companies report global markets earnings, impacting volatile. The NSE Nifty showed falls of 100 points. This was primarily driven by global markets.",CNBC TV18,Neutral,https://example.com/news/20231215/0,Synthetic Historical
2023-12-15,"Sensex declines points, Nifty sector performance as negative","On 2023-12-15, Indian stock markets showed negative movement. Sensex declines points, Nifty sector performance as negative. The BSE Sensex showed declines of 500 points. This was primarily driven by sector performance.",NDTV Profit,Negative,https://example.com/news/20231215/1,Synthetic Historical
2023-12-15,gains: Market reacts to political developments with negative trend,"On 2023-12-15, Indian stock markets showed negative movement. gains: Market reacts to political developments with negative trend. The NSE Nifty showed gains of 100 points. This was primarily driven by political developments.",MoneyControl,Neutral,https://example.com/news/20231215/4,Synthetic Historical
2023-12-15,Market dips: corporate announcements sector shows mixed performance,"On 2023-12-15, Indian stock markets showed mixed movement. Market dips: corporate announcements sector shows mixed performance. The BSE Sensex showed dips of 100 points. This was primarily driven by corporate announcements.",ET Now,Neutral,https://example.com/news/20231215/3,Synthetic Historical
2023-12-14,declines: Market reacts to earnings reports with positive trend,"On 2023-12-14, Indian stock markets showed positive movement. declines: Market reacts to earnings reports with positive trend. The BSE Sensex showed declines of 200 points. This was primarily driven by earnings reports.",Reuters,Positive,https://example.com/news/20231214/2,Synthetic Historical
2023-12-14,"gains companies report earnings reports earnings, impacting positive","On 2023-12-14, Indian stock markets showed positive movement. gains companies report earnings reports earnings, impacting positive. The NSE Nifty showed gains of 500 points. This was primarily driven by earnings reports.",NDTV Profit,Positive,https://example.com/news/20231214/1,Synthetic Historical
2023-12-14,Rupee rises against dollar as markets 200,"On 2023-12-14, Indian stock markets showed mixed movement. Rupee rises against dollar as markets 200. The NSE Nifty showed rises of 200 points. This was primarily driven by economic data.",MoneyControl,Positive,https://example.com/news/20231214/0,Synthetic Historical
2023-12-13,"Sensex dips points, Nifty commodity prices as positive","On 2023-12-13, Indian stock markets showed positive movement. Sensex dips points, Nifty commodity prices as positive. The NSE Nifty showed dips of 700 points. This was primarily driven by commodity prices.",Financial Express,Positive,https://example.com/news/20231213/1,Synthetic Historical
2023-12-13,Market falls: commodity prices sector shows mixed performance,"On 2023-12-13, Indian stock markets showed mixed movement. Market falls: commodity prices sector shows mixed performance. The NSE Nifty showed falls of 50 points. This was primarily driven by commodity prices.",Reuters,Neutral,https://example.com/news/20231213/0,Synthetic Historical
2023-12-13,"RBI policy decision: dips rates, markets 100","On 2023-12-13, Indian stock markets showed positive movement. RBI policy decision: dips rates, markets 100. The NSE Nifty showed dips of 100 points. This was primarily driven by economic data.",MoneyControl,Positive,https://example.com/news/20231213/2,Synthetic Historical
2023-12-13,rises: Market reacts to regulatory changes with steady trend,"On 2023-12-13, Indian stock markets showed steady movement. rises: Market reacts to regulatory changes with steady trend. The NSE Nifty showed rises of 700 points. This was primarily driven by regulatory changes.",Reuters,Positive,https://example.com/news/20231213/3,Synthetic Historical
2023-12-12,Market declines: currency movements sector shows volatile performance,"On 2023-12-12, Indian stock markets showed volatile movement. Market declines: currency movements sector shows volatile performance. The BSE Sensex showed declines of 100 points. This was primarily driven by currency movements.",Economic Times,Positive,https://example.com/news/20231212/3,Synthetic Historical
2023-12-12,Global cues lead to plunges in Indian markets: 200,"On 2023-12-12, Indian stock markets showed positive movement. Global cues lead to plunges in Indian markets: 200. The NSE Nifty showed plunges of 200 points. This was primarily driven by commodity prices.",NDTV Profit,Positive,https://example.com/news/20231212/2,Synthetic Historical
2023-12-12,Global cues lead to rises in Indian markets: 400,"On 2023-12-12, Indian stock markets showed mixed movement. Global cues lead to rises in Indian markets: 400. The BSE Sensex showed rises of 400 points. This was primarily driven by corporate announcements.",Business Standard,Neutral,https://example.com/news/20231212/1,Synthetic Historical
2023-12-12,"BSE, NSE falls: 400 influences trading","On 2023-12-12, Indian stock markets showed negative movement. BSE, NSE falls: 400 influences trading. The NSE Nifty showed falls of 400 points. This was primarily driven by sector performance.",ET Now,Neutral,https://example.com/news/20231212/0,Synthetic Historical
2023-12-11,Market surges: budget announcements sector shows mixed performance,"On 2023-12-11, Indian stock markets showed mixed movement. Market surges: budget announcements sector shows mixed performance. The NSE Nifty showed surges of 500 points. This was primarily driven by budget announcements.",MoneyControl,Neutral,https://example.com/news/20231211/4,Synthetic Historical
2023-12-11,Global cues lead to rises in Indian markets: 600,"On 2023-12-11, Indian stock markets showed positive movement. Global cues lead to rises in Indian markets: 600. The NSE Nifty showed rises of 600 points. This was primarily driven by commodity prices.",ET Now,Positive,https://example.com/news/20231211/3,Synthetic Historical
2023-12-11,Market declines: foreign investments sector shows negative performance,"On 2023-12-11, Indian stock markets showed negative movement. Market declines: foreign investments sector shows negative performance. The NSE Nifty showed declines of 700 points. This was primarily driven by foreign investments.",Economic Times,Negative,https://example.com/news/20231211/2,Synthetic Historical
2023-12-11,"RBI policy decision: dips rates, markets 500","On 2023-12-11, Indian stock markets showed positive movement. RBI policy decision: dips rates, markets 500. The NSE Nifty showed dips of 500 points. This was primarily driven by global markets.",MoneyControl,Positive,https://example.com/news/20231211/1,Synthetic Historical
2023-12-11,Indian shares falls amid 300 developments,"On 2023-12-11, Indian stock markets showed negative movement. Indian shares falls amid 300 developments. The BSE Sensex showed falls of 300 points. This was primarily driven by corporate announcements.",Reuters,Neutral,https://example.com/news/20231211/0,Synthetic Historical
2023-12-08,"RBI policy decision: plunges rates, markets 400","On 2023-12-08, Indian stock markets showed mixed movement. RBI policy decision: plunges rates, markets 400. The NSE Nifty showed plunges of 400 points. This was primarily driven by economic data.",Business Standard,Positive,https://example.com/news/20231208/1,Synthetic Historical
2023-12-08,Market plunges: global markets sector shows positive performance,"On 2023-12-08, Indian stock markets showed positive movement. Market plunges: global markets sector shows positive performance. The NSE Nifty showed plunges of 800 points. This was primarily driven by global markets.",Business Standard,Positive,https://example.com/news/20231208/0,Synthetic Historical
2023-12-07,plunges: Market reacts to sector performance with positive trend,"On 2023-12-07, Indian stock markets showed positive movement. plunges: Market reacts to sector performance with positive trend. The BSE Sensex showed plunges of 200 points. This was primarily driven by sector performance.",Bloomberg,Positive,https://example.com/news/20231207/0,Synthetic Historical
2023-12-07,"Sensex falls points, Nifty currency movements as steady","On 2023-12-07, Indian stock markets showed steady movement. Sensex falls points, Nifty currency movements as steady. The NSE Nifty showed falls of 300 points. This was primarily driven by currency movements.",CNBC TV18,Positive,https://example.com/news/20231207/3,Synthetic Historical
2023-12-07,rises: Market reacts to budget announcements with mixed trend,"On 2023-12-07, Indian stock markets showed mixed movement. rises: Market reacts to budget announcements with mixed trend. The NSE Nifty showed rises of 500 points. This was primarily driven by budget announcements.",Economic Times,Neutral,https://example.com/news/20231207/2,Synthetic Historical
2023-12-07,"Sensex declines points, Nifty global markets as steady","On 2023-12-07, Indian stock markets showed steady movement. Sensex declines points, Nifty global markets as steady. The NSE Nifty showed declines of 200 points. This was primarily driven by global markets.",NDTV Profit,Positive,https://example.com/news/20231207/1,Synthetic Historical
2023-12-06,Global cues lead to falls in Indian markets: 200,"On 2023-12-06, Indian stock markets showed positive movement. Global cues lead to falls in Indian markets: 200. The BSE Sensex showed falls of 200 points. This was primarily driven by earnings reports.",Reuters,Positive,https://example.com/news/20231206/1,Synthetic Historical
2023-12-06,gains: Market reacts to sector performance with mixed trend,"On 2023-12-06, Indian stock markets showed mixed movement. gains: Market reacts to sector performance with mixed trend. The BSE Sensex showed gains of 600 points. This was primarily driven by sector performance.",CNBC TV18,Neutral,https://example.com/news/20231206/0,Synthetic Historical
2023-12-06,dips: Market reacts to currency movements with steady trend,"On 2023-12-06, Indian stock markets showed steady movement. dips: Market reacts to currency movements with steady trend. The NSE Nifty showed dips of 50 points. This was primarily driven by currency movements.",Reuters,Positive,https://example.com/news/20231206/2,Synthetic Historical
2023-12-06,Global cues lead to rises in Indian markets: 50,"On 2023-12-06, Indian stock markets showed mixed movement. Global cues lead to rises in Indian markets: 50. The BSE Sensex showed rises of 50 points. This was primarily driven by earnings reports.",ET Now,Neutral,https://example.com/news/20231206/3,Synthetic Historical
2023-12-05,"RBI policy decision: jumps rates, markets 600","On 2023-12-05, Indian stock markets showed negative movement. RBI policy decision: jumps rates, markets 600. The NSE Nifty showed jumps of 600 points. This was primarily driven by budget announcements.",MoneyControl,Neutral,https://example.com/news/20231205/4,Synthetic Historical
2023-12-05,Indian shares plunges amid 300 developments,"On 2023-12-05, Indian stock markets showed volatile movement. Indian shares plunges amid 300 developments. The NSE Nifty showed plunges of 300 points. This was primarily driven by commodity prices.",Economic Times,Positive,https://example.com/news/20231205/3,Synthetic Historical
2023-12-05,"plunges companies report global markets earnings, impacting positive","On 2023-12-05, Indian stock markets showed positive movement. plunges companies report global markets earnings, impacting positive. The BSE Sensex showed plunges of 400 points. This was primarily driven by global markets.",Economic Times,Positive,https://example.com/news/20231205/2,Synthetic Historical
2023-12-05,"BSE, NSE falls: 100 influences trading","On 2023-12-05, Indian stock markets showed mixed movement. BSE, NSE falls: 100 influences trading. The NSE Nifty showed falls of 100 points. This was primarily driven by monetary policy.",Financial Express,Positive,https://example.com/news/20231205/1,Synthetic Historical
2023-12-05,falls: Market reacts to monetary policy with positive trend,"On 2023-12-05, Indian stock markets showed positive movement. falls: Market reacts to monetary policy with positive trend. The NSE Nifty showed falls of 400 points. This was primarily driven by monetary policy.",Live Mint,Positive,https://example.com/news/20231205/0,Synthetic Historical
2023-12-04,Market plunges: corporate announcements sector shows mixed performance,"On 2023-12-04, Indian stock markets showed mixed movement. Market plunges: corporate announcements sector shows mixed performance. The NSE Nifty showed plunges of 700 points. This was primarily driven by corporate announcements.",Financial Express,Neutral,https://example.com/news/20231204/1,Synthetic Historical
2023-12-04,Global cues lead to falls in Indian markets: 500,"On 2023-12-04, Indian stock markets showed negative movement. Global cues lead to falls in Indian markets: 500. The BSE Sensex showed falls of 500 points. This was primarily driven by corporate announcements.",NDTV Profit,Neutral,https://example.com/news/20231204/0,Synthetic Historical
2023-12-04,"Sensex surges points, Nifty budget announcements as positive","On 2023-12-04, Indian stock markets showed positive movement. Sensex surges points, Nifty budget announcements as positive. The NSE Nifty showed surges of 600 points. This was primarily driven by budget announcements.",MoneyControl,Positive,https://example.com/news/20231204/2,Synthetic Historical
2023-12-01,"Sensex surges points, Nifty budget announcements as steady","On 2023-12-01, Indian stock markets showed steady movement. Sensex surges points, Nifty budget announcements as steady. The NSE Nifty showed surges of 100 points. This was primarily driven by budget announcements.",Economic Times,Positive,https://example.com/news/20231201/3,Synthetic Historical
2023-12-01,Rupee plunges against dollar as markets 400,"On 2023-12-01, Indian stock markets showed mixed movement. Rupee plunges against dollar as markets 400. The BSE Sensex showed plunges of 400 points. This was primarily driven by sector performance.",Reuters,Positive,https://example.com/news/20231201/2,Synthetic Historical
2023-12-01,"RBI policy decision: falls rates, markets 400","On 2023-12-01, Indian stock markets showed steady movement. RBI policy decision: falls rates, markets 400. The BSE Sensex showed falls of 400 points. This was primarily driven by regulatory changes.",NDTV Profit,Positive,https://example.com/news/20231201/1,Synthetic Historical
2023-12-01,Indian shares surges amid 300 developments,"On 2023-12-01, Indian stock markets showed positive movement. Indian shares surges amid 300 developments. The NSE Nifty showed surges of 300 points. This was primarily driven by commodity prices.",Business Standard,Positive,https://example.com/news/20231201/0,Synthetic Historical
2023-11-30,Stock market plunges: budget announcements leads to negative in indices,"On 2023-11-30, Indian stock markets showed negative movement. Stock market plunges: budget announcements leads to negative in indices. The NSE Nifty showed plunges of 600 points. This was primarily driven by budget announcements.",CNBC TV18,Negative,https://example.com/news/20231130/1,Synthetic Historical
2023-11-30,Indian shares plunges amid 300 developments,"On 2023-11-30, Indian stock markets showed negative movement. Indian shares plunges amid 300 developments. The NSE Nifty showed plunges of 300 points. This was primarily driven by monetary policy.",CNBC TV18,Neutral,https://example.com/news/20231130/0,Synthetic Historical
2023-11-29,falls: Market reacts to currency movements with negative trend,"On 2023-11-29, Indian stock markets showed negative movement. falls: Market reacts to currency movements with negative trend. The BSE Sensex showed falls of 800 points. This was primarily driven by currency movements.",Bloomberg,Negative,https://example.com/news/20231129/1,Synthetic Historical
2023-11-29,Indian shares gains amid 200 developments,"On 2023-11-29, Indian stock markets showed negative movement. Indian shares gains amid 200 developments. The BSE Sensex showed gains of 200 points. This was primarily driven by foreign investments.",Business Standard,Neutral,https://example.com/news/20231129/0,Synthetic Historical
2023-11-29,Indian shares gains amid 400 developments,"On 2023-11-29, Indian stock markets showed positive movement. Indian shares gains amid 400 developments. The NSE Nifty showed gains of 400 points. This was primarily driven by monetary policy.",NDTV Profit,Positive,https://example.com/news/20231129/3,Synthetic Historical
